,0,1,2,3,4,sentence
794,855,for not asking whether i did.,905,COBB,86,for not asking whether i did.
795,856,i will split up my father's empire.,905,COBB,87,i will split up my father's empire.
796,857,"now, this is obviously an idea that robert himself would choose to reject...",906,COBB,87,"now, this is obviously an idea that robert himself would choose to reject..."
797,858,...which is why we need to plant it deep in his subconscious.,906,COBB,87,...which is why we need to plant it deep in his subconscious.
798,859,"the subconscious is motivated by emotion, right",907,COBB,87,"the subconscious is motivated by emotion, right"
799,860,not reason.,907,COBB,87,not reason.
800,861,we need to find a way to translate this into an emotional concept.,907,COBB,87,we need to find a way to translate this into an emotional concept.
801,862,how do you translate business strategy into emotion,908,ARTHUR,87,how do you translate business strategy into emotion
802,863,that's what we're here to figure out.,909,COBB,87,that's what we're here to figure out.
803,864,robert's relationship with his father...,909,COBB,87,robert's relationship with his father...
804,865,"...is stressed, to say the least.",912,COBB,87,"...is stressed, to say the least."
805,866, can we run with that,912,EAMES,87, can we run with that
806,867,we suggest breaking up his father's company as a screw you to the old man.,913,EAMES,87,we suggest breaking up his father's company as a screw you to the old man.
807,868,"no, because i think positive emotion trumps negative emotion every time.",914,COBB,87,"no, because i think positive emotion trumps negative emotion every time."
808,869,"we all yearn for reconciliation, for catharsis.",915,COBB,87,"we all yearn for reconciliation, for catharsis."
809,870,we need robert fischer to have a positive emotional reaction to all this.,916,COBB,87,we need robert fischer to have a positive emotional reaction to all this.
810,871,"all right, well, try this.",917,EAMES,87,"all right, well, try this."
811,872,um...,917,EAMES,87,um...
812,873,"my father accepts that i want to create for myself, not follow in his footsteps.",917,EAMES,87,"my father accepts that i want to create for myself, not follow in his footsteps."
813,874,that might work.,918,COBB,87,that might work.
814,875,might,919,ARTHUR,87,might
815,876,we're gonna need to do a little better than might.,919,ARTHUR,87,we're gonna need to do a little better than might.
816,877,"thank you for your contribution, arthur.",919,EAMES,87,"thank you for your contribution, arthur."
817,878,"forgive me for wanting a little specificity, eames.",919,ARTHUR,87,"forgive me for wanting a little specificity, eames."
818,879,specificity,919,ARTHUR,87,specificity
819,880,inception's not about being specific.,920,COBB,87,inception's not about being specific.
820,881,"when we get inside his mind, we're gonna have to work with what we find.",921,COBB,87,"when we get inside his mind, we're gonna have to work with what we find."
821,882,"on the top level, we open up his relationship with his father...",922,EAMES,88,"on the top level, we open up his relationship with his father..."
822,883,"...and say, i will not follow in my father's footsteps.",923,EAMES,88,"...and say, i will not follow in my father's footsteps."
823,884,"then the next level down, we feed him, i will create something for myself.",924,EAMES,88,"then the next level down, we feed him, i will create something for myself."
824,885,"then, by the time we hit the bottom level, we bring out the big guns.",924,EAMES,88,"then, by the time we hit the bottom level, we bring out the big guns."
825,886, my father doesn't want me to be him.,925,COBB,88, my father doesn't want me to be him.
826,887,exactly.,925,EAMES,88,exactly.
827,889,"three layers down, the dreams are gonna collapse with the slightest disturbance.",926,ARTHUR,89,"three layers down, the dreams are gonna collapse with the slightest disturbance."
828,890,sedation.,928,YUSUF,89,sedation.
829,891,for sleep stable enough to create three layers of dreaming...,928,YUSUF,89,for sleep stable enough to create three layers of dreaming...
830,892,...we'll have to combine it with an extremely powerful sedative.,929,YUSUF,89,...we'll have to combine it with an extremely powerful sedative.
831,894,good night.,933,YUSUF,89,good night.
832,895,he compound we'll be using to share the dream...,934,YUSUF,89,he compound we'll be using to share the dream...
833,896,...creates a clear connection between dreamers...,935,YUSUF,89,...creates a clear connection between dreamers...
834,897,...whilst accelerating brain function.,936,EAMES,89,...whilst accelerating brain function.
835,898," in other words, more time on each level.",936,COBB,89," in other words, more time on each level."
836,899,brain function in the dream will be about 20 times normal.,938,YUSUF,89,brain function in the dream will be about 20 times normal.
837,900,"and when you enter a dream within that dream, the effect is compounded.",938,YUSUF,89,"and when you enter a dream within that dream, the effect is compounded."
838,901,"it's three dreams, that's 10 hours times 20...",939,YUSUF,89,"it's three dreams, that's 10 hours times 20..."
839,902,math was never my strong subject.,939,EAMES,89,math was never my strong subject.
840,903,how much time is that,939,EAMES,89,how much time is that
841,904,"it's a week, the first level down.",940,COBB,89,"it's a week, the first level down."
842,905,"six months the second level down, and the third level...",941,COBB,89,"six months the second level down, and the third level..."
843,906,that's 10 years.,941,ARIADNE,89,that's 10 years.
844,907,who'd wanna be stuck in a dream for 10 years,943,ARIADNE,89,who'd wanna be stuck in a dream for 10 years
845,908,depends on the dream.,944,YUSUF,89,depends on the dream.
846,909,"so once we've made the plant, how do we get out",945,ARTHUR,89,"so once we've made the plant, how do we get out"
847,910,i'm hoping you have something more elegant than shooting me in the head.,945,ARTHUR,89,i'm hoping you have something more elegant than shooting me in the head.
848,911, a kick.,947,COBB,89, a kick.
849,912, what's a kick,947,ARIADNE,89, what's a kick
850,913,"this, ariadne, would be a kick.",947,EAMES,89,"this, ariadne, would be a kick."
851,914,it's that feeling of falling you get that jolts you awake.,949,COBB,89,it's that feeling of falling you get that jolts you awake.
852,915, snaps you out of the dream.,949,COBB,89, snaps you out of the dream.
853,916, we gonna feel a kick with this sedation,949,ARTHUR,89, we gonna feel a kick with this sedation
854,917,that's the clever part.,950,YUSUF,89,that's the clever part.
855,918,i customized the sedative to leave innerear function unimpaired.,951,YUSUF,89,i customized the sedative to leave innerear function unimpaired.
856,919,"that way, however deep the sleep, the sleeper still feels falling.",951,YUSUF,89,"that way, however deep the sleep, the sleeper still feels falling."
857,920,or tipping.,953,YUSUF,89,or tipping.
858,921,the trick is to synchronize a kick that can penetrate all three levels.,955,COBB,89,the trick is to synchronize a kick that can penetrate all three levels.
859,922,we could use a musical countdown to synchronize the different kicks.,956,ARTHUR,89,we could use a musical countdown to synchronize the different kicks.
860,924,"eames he hasn't got any surgery scheduled, no dental, nothing.",958,EAMES,93,"eames he hasn't got any surgery scheduled, no dental, nothing."
861,925,wasn't he supposed to have a knee operation,958,COBB,93,wasn't he supposed to have a knee operation
862,926,nothing.,959,EAMES,93,nothing.
863,927,"nothing that they'll put him under for, anyway.",959,EAMES,93,"nothing that they'll put him under for, anyway."
864,928,and we need...,959,EAMES,93,and we need...
865,929,we need at least a good 10 hours.,959,EAMES,93,we need at least a good 10 hours.
866,930,sydney to los angeles.,960,SAITO,93,sydney to los angeles.
867,931,one of the longest flights in the world.,962,SAITO,93,one of the longest flights in the world.
868,932,he makes it every two weeks.,962,SAITO,93,he makes it every two weeks.
869,933,"he must be flying private, then.",964,COBB (V.O.),94,"he must be flying private, then."
870,934,not if there were unexpected maintenance with his plane.,966,SAITO (V.O.),94,not if there were unexpected maintenance with his plane.
871,935,it would have to be a 747.,968,ARTHUR,95,it would have to be a 747.
872,936, why's that,968,COBB,95, why's that
873,937,"on a 747, the pilot's up top...",969,ARTHUR,95,"on a 747, the pilot's up top..."
874,938,"...the firstclass cabin's in the nose, so no one would walk through.",969,ARTHUR,95,"...the firstclass cabin's in the nose, so no one would walk through."
875,939,you'd have to buy out the entire cabin and the firstclass flight attendant.,969,ARTHUR,95,you'd have to buy out the entire cabin and the firstclass flight attendant.
876,940,i bought the airline.,970,SAITO,95,i bought the airline.
877,941,it seemed neater.,972,SAITO,95,it seemed neater.
878,942,"well, looks like we have our 10 hours.",973,COBB,95,"well, looks like we have our 10 hours."
879,943,ariadne,974,COBB,96,ariadne
880,944,"terrific work, by the way.",974,COBB,96,"terrific work, by the way."
881,946,you know how to find me.,983,MAL,106,you know how to find me.
882,947,you know what you have to do.,983,MAL,106,you know what you have to do.
883,948,you remember when you asked me to marry you,984,MAL,106,you remember when you asked me to marry you
884,949,of course i do.,984,COBB,106,of course i do.
885,950,you said you had a dream.,985,MAL,106,you said you had a dream.
886,951,that we'd grow old together.,985,COBB,106,that we'd grow old together.
887,952,and we can.,986,MAL,106,and we can.
888,953,you shouldn't be here.,990,COBB,106,you shouldn't be here.
889,954,just wanted to see what kind of tests you're doing on your own every night.,990,ARIADNE,106,just wanted to see what kind of tests you're doing on your own every night.
890,955, this has nothing to do with you.,990,COBB,106, this has nothing to do with you.
891,956, this has everything to do with me.,990,ARIADNE,106, this has everything to do with me.
892,957, you've asked me to share dreams with you.,991,ARIADNE,106, you've asked me to share dreams with you.
893,958, not these.,991,COBB,106, not these.
894,959,these are my dreams.,991,COBB,106,these are my dreams.
895,960,why do you do this to yourself,997,ARIADNE,107,why do you do this to yourself
896,961,it's the only way i can still dream.,998,COBB,107,it's the only way i can still dream.
897,962,why is it so important to dream,1000,ARIADNE,107,why is it so important to dream
898,963,"in my dreams, we're still together.",1000,COBB,107,"in my dreams, we're still together."
899,964,these aren't just dreams.,1005,ARIADNE,108,these aren't just dreams.
900,965,these are memories.,1007,ARIADNE,108,these are memories.
901,966,and you said never to use memories.,1007,ARIADNE,108,and you said never to use memories.
902,967,i know i did.,1007,COBB,108,i know i did.
903,968,you're trying to keep her alive.,1008,ARIADNE,108,you're trying to keep her alive.
904,969,you can't let her go.,1008,ARIADNE,108,you can't let her go.
905,970,you don't understand.,1009,COBB,108,you don't understand.
906,971,these are moments i regret.,1009,COBB,108,these are moments i regret.
907,972,they're memories that i have to change.,1010,COBB,108,they're memories that i have to change.
908,973,"well, what's down there that you regret",1011,ARIADNE,108,"well, what's down there that you regret"
909,974,"listen, there's only one thing you need to understand about me.",1014,COBB,108,"listen, there's only one thing you need to understand about me."
910,975,this is your house,1016,ARIADNE,109,this is your house
911,976,"mine and mal's, yes.",1016,COBB,109,"mine and mal's, yes."
912,977,where is she,1017,ARIADNE,109,where is she
913,978,she's already gone.,1017,COBB,109,she's already gone.
914,979,"that's my son, james.",1017,COBB,109,"that's my son, james."
915,980,"he's digging for something, maybe a worm.",1018,COBB,109,"he's digging for something, maybe a worm."
916,982,that's phillipa.,1020,COBB,109,that's phillipa.
917,983,i thought about calling out to them...,1021,COBB,109,i thought about calling out to them...
918,984,...so they'd turn and smile and i could see...,1021,COBB,109,...so they'd turn and smile and i could see...
919,985,"...those beautiful faces of theirs, but it's all too late.",1021,COBB,109,"...those beautiful faces of theirs, but it's all too late."
920,986,"man right now or never, cobb.",1022,THIN MAN,109,"man right now or never, cobb."
921,987,then i start to panic.,1024,COBB,109,then i start to panic.
922,988,i realize i'm gonna regret this moment...,1025,COBB,109,i realize i'm gonna regret this moment...
923,989,...that i need to see their faces one last time.,1026,COBB,109,...that i need to see their faces one last time.
924,991,james...phillipa,1027,COBB,109,james...phillipa
925,992,come on in,1027,COBB,109,come on in
926,993,cobb but the moment's past.,1028,COBB,109,cobb but the moment's past.
927,994,"and whatever i do, i can't change this moment.",1029,COBB,109,"and whatever i do, i can't change this moment."
928,995,as i'm about to call out to them...,1031,COBB,109,as i'm about to call out to them...
929,996,...they run away.,1031,COBB,109,...they run away.
930,997,"if i'm ever gonna see their faces again, i've gotta get back home.",1032,COBB,109,"if i'm ever gonna see their faces again, i've gotta get back home."
931,998,the real world.,1034,COBB,109,the real world.
932,1001,what are you doing here,1051,MAL (O.S.),111,what are you doing here
933,1002,my name is...,1051,ARIADNE,111,my name is...
934,1003,i know who you are.,1052,MAL,111,i know who you are.
935,1004,what are you doing here,1052,MAL,111,what are you doing here
936,1005,i'm just trying to understand.,1053,ARIADNE,111,i'm just trying to understand.
937,1006,how could you understand,1054,MAL,111,how could you understand
938,1007,do you know what it is to be a lover,1054,MAL,111,do you know what it is to be a lover
939,1008,to be half of a whole,1055,MAL,111,to be half of a whole
940,1009,no.,1056,ARIADNE,111,no.
941,1010,i'll tell you a riddle.,1058,MAL,111,i'll tell you a riddle.
942,1011,you're waiting for a train.,1059,MAL,111,you're waiting for a train.
943,1012,a train that will take you far away.,1059,MAL,111,a train that will take you far away.
944,1013,you know where you hope this train will take you...,1060,MAL,111,you know where you hope this train will take you...
945,1014,...but you don't know for sure.,1061,MAL,111,...but you don't know for sure.
946,1015,but it doesn't matter.,1061,MAL,111,but it doesn't matter.
947,1016,how can it not matter to you where that train will take you,1063,MAL,111,how can it not matter to you where that train will take you
948,1017,because you'll be together.,1065,COBB (O.S.),111,because you'll be together.
949,1018,"how could you bring her here, dom",1066,MAL,111,"how could you bring her here, dom"
950,1019, what is this place,1066,ARIADNE,111, what is this place
951,1020,this is a hotel suite where we used to spend our anniversary.,1068,COBB,111,this is a hotel suite where we used to spend our anniversary.
952,1021,what happened here,1069,ARIADNE,111,what happened here
953,1022,you promised,1072,MAL,111,you promised
954,1023,you promised we'd be together,1072,MAL,111,you promised we'd be together
955,1024,"please, i need you to stay here just for now",1077,COBB,111,"please, i need you to stay here just for now"
956,1025,you said we'd be together,1078,MAL,111,you said we'd be together
957,1026,you said we'd grow old together,1078,MAL,111,you said we'd grow old together
958,1027,i'll come back for you.,1081,COBB,111,i'll come back for you.
959,1028,i promise.,1081,COBB,111,i promise.
960,1030,do you think you can just build a prison of memories to lock her in,1088,ARIADNE,113,do you think you can just build a prison of memories to lock her in
961,1031,do you really think that that's gonna contain her,1090,ARIADNE,113,do you really think that that's gonna contain her
962,1032,it's time.,1091,ARIADNE,113,it's time.
963,1033,maurice fischer just died in sydney.,1093,SAITO,113,maurice fischer just died in sydney.
964,1034, when's the funeral,1093,COBB,113, when's the funeral
965,1035, thursday.,1093,SAITO,113, thursday.
966,1036,in los angeles.,1093,SAITO,113,in los angeles.
967,1037,robert should accompany the body no later than tuesday.,1094,ARTHUR,113,robert should accompany the body no later than tuesday.
968,1038,we should move.,1094,ARTHUR,113,we should move.
969,1039,all right.,1095,COBB,113,all right.
970,1040," cobb, i'm coming with you.",1097,ARIADNE,113," cobb, i'm coming with you."
971,1041, i promised miles.,1097,ARIADNE,113, i promised miles.
972,1042,no.,1097,COBB,113,no.
973,1043,the team needs someone who understands what you're struggling with.,1098,ARIADNE,113,the team needs someone who understands what you're struggling with.
974,1044,and it doesn't have to be me...,1101,ARIADNE,113,and it doesn't have to be me...
975,1045,...but then you have to show arthur what i just saw.,1102,ARIADNE,113,...but then you have to show arthur what i just saw.
976,1046,get us another seat on the plane.,1103,COBB,113,get us another seat on the plane.
977,1047,if i get on this plane and you don't honor our agreement...,1106,COBB,114,if i get on this plane and you don't honor our agreement...
978,1048,"...when we land, i go to jail for the rest of my life.",1107,COBB,114,"...when we land, i go to jail for the rest of my life."
979,1049,complete the job en route...,1107,SAITO,114,complete the job en route...
980,1050,...i make one phone call from the plane...,1107,SAITO,114,...i make one phone call from the plane...
981,1051,...you have no trouble getting through lmmigration.,1107,SAITO,114,...you have no trouble getting through lmmigration.
982,1052, i'm sorry.,1111,FISHER,117, i'm sorry.
983,1053," oh, yeah, absolutely.",1111,EAMES,117," oh, yeah, absolutely."
984,1054,thank you.,1111,FISCHER,117,thank you.
985,1055,"excuse me, i think this is yours",1122,COBB,117,"excuse me, i think this is yours"
986,1056,you must have dropped it.,1122,COBB,117,you must have dropped it.
987,1057,would you care for a drink,1122,FLIGHT ATTENDANT,117,would you care for a drink
988,1058,oh.,1122,COBB,117,oh.
989,1059,"water, please.",1122,COBB,117,"water, please."
990,1060,"oh, um, same, please.",1122,FISHER,117,"oh, um, same, please."
991,1061,um...,1123,FISHER,117,um...
992,1062,thank you.,1123,FISCHER,117,thank you.
993,1063,"you know, i couldn't help but notice...",1124,COBB,117,"you know, i couldn't help but notice..."
994,1064,"...but you wouldn't happen to be related to the maurice fischer, would you",1124,COBB,117,"...but you wouldn't happen to be related to the maurice fischer, would you"
995,1065,"yes, he, um...",1125,FISCHER,117,"yes, he, um..."
996,1066,he was my father.,1125,FISCHER,117,he was my father.
997,1067,"well, he was a very inspiring figure.",1125,COBB,117,"well, he was a very inspiring figure."
998,1068,i'm sorry for your loss.,1125,COBB,117,i'm sorry for your loss.
999,1069, here you go.,1127,COBB,117, here you go.
1000,1070, thank you.,1127,FISHER,117, thank you.
1001,1071,hey.,1127,COBB,117,hey.
1002,1072,to your father.,1127,COBB,117,to your father.
1003,1073,"may he rest in peace, huh",1127,COBB,117,"may he rest in peace, huh"
1004,1076, couldn't have peed before you went under,1146,ARTHUR,122, couldn't have peed before you went under
1005,1077, sorry.,1146,YUSUF,122, sorry.
1006,1078,bit too much free champagne before takeoff,1147,EAMES,122,bit too much free champagne before takeoff
1007,1079,"ha, ha, bloody ha.",1148,YUSUF,122,"ha, ha, bloody ha."
1008,1080,we know he's gonna be looking for a taxi in this weather.,1149,COBB,122,we know he's gonna be looking for a taxi in this weather.
1009,1081, asshole,1157,CABDRIVER,123, asshole
1010,1082,"hey, man, why don't you try...",1157,CABDRIVER,123,"hey, man, why don't you try..."
1011,1083, walk away.,1157,COBB,123, walk away.
1012,1086,just have him ca...,1160,FISCHER,124,just have him ca...
1013,1087,i gotta go.,1160,FISCHER,124,i gotta go.
1014,1088,all right.,1160,FISCHER,124,all right.
1015,1089,taxi.,1160,FISCHER,124,taxi.
1016,1090,thank you.,1160,FISCHER,124,thank you.
1017,1091,"all right, third and market.",1161,FISCHER,124,"all right, third and market."
1018,1092,snappy.,1161,FISCHER,124,snappy.
1019,1093, what are you doing,1162,FISCHER,124, what are you doing
1020,1094," sorry, i thought it was free.",1162,EAMES,124," sorry, i thought it was free."
1021,1095, it's not.,1165,EAMES,124, it's not.
1022,1096, maybe we could share.,1165,EAMES,124, maybe we could share.
1023,1097,maybe not.,1167,FISCHER,124,maybe not.
1024,1098,can you pull over and get this...,1167,FISCHER,124,can you pull over and get this...
1025,1099,great.,1170,FISCHER,124,great.
1026,1100,come on.,1173,COBB,124,come on.
1027,1101,there's 500 in there.,1179,FISCHER,124,there's 500 in there.
1028,1102,the wallet's worth more than that.,1179,FISCHER,124,the wallet's worth more than that.
1029,1103,you might at least drop me at my stop.,1179,FISCHER,124,you might at least drop me at my stop.
1030,1104,i'm afraid that it doesn't...,1180,EAMES,124,i'm afraid that it doesn't...
1031,1107, cover him,1189,ARTHUR,124, cover him
1032,1108,down,1189,EAMES,124,down
1033,1109,down now,1189,EAMES,124,down now
1034,1110,what the hell is going on,1189,EAMES,124,what the hell is going on
1035,1111,this wasn't in the design.,1193,ARIADNE,124,this wasn't in the design.
1036,1112,cobb,1196,ARIADNE,124,cobb
1037,1113,cobb,1197,ARIADNE,124,cobb
1038,1116,get him,1249,ARTHUR,124,get him
1039,1117,are you all right,1254,ARTHUR,124,are you all right
1040,1118,"yeah, i'm okay.",1255,EAMES,124,"yeah, i'm okay."
1041,1119,i'm okay.,1255,EAMES,124,i'm okay.
1042,1120,"fischer's okay, unless he gets carsick.",1255,EAMES,124,"fischer's okay, unless he gets carsick."
1043,1121,saito,1256,ARTHUR,124,saito
1044,1122,get fischer in the back room now.,1261,COBB,126,get fischer in the back room now.
1045,1123, get him in the back room.,1261,COBB,126, get him in the back room.
1046,1124,move.,1261,COBB,126,move.
1047,1125,what the hell happened,1261,ARTHUR,126,what the hell happened
1048,1126,has he been shot,1262,COBB,126,has he been shot
1049,1127,is he dying,1262,COBB,126,is he dying
1050,1128,i don't know.,1262,ARTHUR,126,i don't know.
1051,1129, jesus christ.,1262,COBB,126, jesus christ.
1052,1130,what happened to you,1262,ARTHUR,126,what happened to you
1053,1131, blocked by a freight train.,1262,COBB,126, blocked by a freight train.
1054,1132,why put a train in a downtown intersection,1263,ARTHUR,126,why put a train in a downtown intersection
1055,1133, i didn't.,1263,ARIADNE,126, i didn't.
1056,1134,where'd it come from,1263,ARTHUR,126,where'd it come from
1057,1135,why the hell were we ambushed,1263,COBB,126,why the hell were we ambushed
1058,1136,those were not normal projections.,1263,COBB,126,those were not normal projections.
1059,1137,"they'd been trained, for god's sakes.",1263,ARIADNE,126,"they'd been trained, for god's sakes."
1060,1138, how could he be trained,1265,ARIADNE,126, how could he be trained
1061,1139, fischer's had an extractor...,1265,ARTHUR,126, fischer's had an extractor...
1062,1140,"...teach his subconscious to defend itself, so his subconscious is militarized.",1266,ARTHUR,126,"...teach his subconscious to defend itself, so his subconscious is militarized."
1063,1141,it should've shown in the research.,1266,ARTHUR,126,it should've shown in the research.
1064,1142,why the hell didn't it,1267,COBB,126,why the hell didn't it
1065,1143, calm down.,1267,ARTHUR,126, calm down.
1066,1144,don't tell me to calm down,1267,COBB,126,don't tell me to calm down
1067,1145,"this was your job, goddamn it",1267,COBB,126,"this was your job, goddamn it"
1068,1146,this was your responsibility,1267,COBB,126,this was your responsibility
1069,1147,you were meant to check fischer's background,1267,COBB,126,you were meant to check fischer's background
1070,1148, we are not prepared for this,1267,COBB,126, we are not prepared for this
1071,1149, we have dealt with subsecurity before,1267,ARTHUR,126, we have dealt with subsecurity before
1072,1150,we'll be more careful and we're gonna be fine,1268,ARTHUR,126,we'll be more careful and we're gonna be fine
1073,1151,this was not a part of the plan,1269,COBB,126,this was not a part of the plan
1074,1152,he's dying.,1269,COBB,126,he's dying.
1075,1153,put him out his misery.,1269,EAMES,126,put him out his misery.
1076,1154," no, don't do that",1270,EAMES,126," no, don't do that"
1077,1155,don't do that.,1270,EAMES,126,don't do that.
1078,1156,"hey, hey.",1270,COBB,126,"hey, hey."
1079,1157,he's in agony.,1270,EAMES,126,he's in agony.
1080,1158,i'm waking him up.,1270,EAMES,126,i'm waking him up.
1081,1159,no.,1270,COBB,126,no.
1082,1160,it won't wake him up.,1270,COBB,126,it won't wake him up.
1083,1161,"what do you mean, it won't wake him up",1270,EAMES,126,"what do you mean, it won't wake him up"
1084,1162,"when we die in a dream, we wake up.",1270,EAMES,126,"when we die in a dream, we wake up."
1085,1163,not from this.,1270,YUSUF,126,not from this.
1086,1164,we're too heavily sedated to wake up that way.,1270,YUSUF,126,we're too heavily sedated to wake up that way.
1087,1165,right.,1270,EAMES,126,right.
1088,1166,"so, what happens when we die",1270,EAMES,126,"so, what happens when we die"
1089,1167, we drop into limbo.,1271,COBB,126, we drop into limbo.
1090,1168, are you serious,1271,ARTHUR,126, are you serious
1091,1169, limbo,1273,ARIADNE,126, limbo
1092,1170,unconstructed dream space.,1273,ARTHUR,126,unconstructed dream space.
1093,1171,what the hell is down there,1273,ARIADNE,126,what the hell is down there
1094,1172," just raw, infinite subconscious.",1273,ARTHUR,126," just raw, infinite subconscious."
1095,1173,"nothing is down there, except for what might have been left behind...",1273,ARTHUR,126,"nothing is down there, except for what might have been left behind..."
1096,1174,...by anyone sharing the dream who's been trapped there before.,1273,ARTHUR,126,...by anyone sharing the dream who's been trapped there before.
1097,1175,"which, in our case, is just you.",1273,ARTHUR,126,"which, in our case, is just you."
1098,1176, how long could we be stuck,1274,ARIADNE,126, how long could we be stuck
1099,1177,can't even think about...,1274,YUSUF,126,can't even think about...
1100,1178,...trying to escape until the sedation...,1275,YUSUF,126,...trying to escape until the sedation...
1101,1179,how long,1275,EAMES,126,how long
1102,1180,decades it could be infinite.,1275,YUSUF,126,decades it could be infinite.
1103,1181,"ask him, he's the one who's been there.",1275,YUSUF,126,"ask him, he's the one who's been there."
1104,1182,let's get him upstairs.,1276,ARTHUR,126,let's get him upstairs.
1105,1184,great.,1278,EAMES,126,great.
1106,1185,thank you.,1279,EAMES,126,thank you.
1107,1186,"so now we're trapped in fischer's mind, battling his own private army.",1280,EAMES,126,"so now we're trapped in fischer's mind, battling his own private army."
1108,1187,and if we get killed...,1280,EAMES,126,and if we get killed...
1109,1188,"...we'll be lost in limbo till our brains turn to scrambled egg, hmm",1280,EAMES,126,"...we'll be lost in limbo till our brains turn to scrambled egg, hmm"
1110,1189,someone got first aid,1282,ARTHUR,127,someone got first aid
1111,1190, you knew these risks and didn't tell us,1282,ARTHUR,127, you knew these risks and didn't tell us
1112,1191, there weren't meant to be risks.,1282,COBB,127, there weren't meant to be risks.
1113,1192, i didn't know we'd be dealing with gunfire.,1283,COBB,127, i didn't know we'd be dealing with gunfire.
1114,1193, you had no right.,1283,ARTHUR,127, you had no right.
1115,1194,this was the only way to go three layers deep.,1285,COBB,127,this was the only way to go three layers deep.
1116,1195,you knew about this and went along with it,1286,ARTHUR,127,you knew about this and went along with it
1117,1196,i trusted him.,1286,YUSUF,127,i trusted him.
1118,1197,when,1286,ARTHUR,127,when
1119,1198,when he promised you half his share,1286,ARTHUR,127,when he promised you half his share
1120,1199,no.,1286,YUSUF,127,no.
1121,1200,his whole share.,1286,YUSUF,127,his whole share.
1122,1201,"besides, he said he'd done it before.",1286,YUSUF,127,"besides, he said he'd done it before."
1123,1202,"what, with mal",1287,ARTHUR,127,"what, with mal"
1124,1203,because that worked so good,1287,ARTHUR,127,because that worked so good
1125,1204,that has nothing to do with it.,1287,COBB,127,that has nothing to do with it.
1126,1205,i did what i had to to get to my children.,1287,COBB,127,i did what i had to to get to my children.
1127,1206,you led us into a war zone with no way out,1288,EAMES,127,you led us into a war zone with no way out
1128,1207,there is a way out.,1289,COBB,127,there is a way out.
1129,1208,"we continue on with the job, and we do it as fast as possible...",1289,COBB,127,"we continue on with the job, and we do it as fast as possible..."
1130,1209,"...and we get out using the kick, just like before.",1289,COBB,127,"...and we get out using the kick, just like before."
1131,1210,forget it.,1290,EAMES,127,forget it.
1132,1211,"we go any deeper, we just raise the stakes.",1290,EAMES,127,"we go any deeper, we just raise the stakes."
1133,1212,i am sitting this one out on this level.,1290,EAMES,127,i am sitting this one out on this level.
1134,1213,fischer's security is surrounding this place.,1290,COBB,127,fischer's security is surrounding this place.
1135,1214,ten hours of flight time is a week at this level.,1291,COBB,127,ten hours of flight time is a week at this level.
1136,1215,that means each and every one of us will be killed.,1291,COBB,127,that means each and every one of us will be killed.
1137,1216,that i can guarantee you.,1291,COBB,127,that i can guarantee you.
1138,1217,we have no other choice but to continue on and do it as fast as possible.,1293,COBB,127,we have no other choice but to continue on and do it as fast as possible.
1139,1218,downwards is the only way forwards.,1293,COBB,127,downwards is the only way forwards.
1140,1219,get ready.,1294,COBB,127,get ready.
1141,1220,"you, come on.",1295,COBB,127,"you, come on."
1142,1221,let's go shake him up.,1295,COBB,127,let's go shake him up.
1143,1222,i'm insured against kidnapping for up to 10 million.,1297,FISCHER,128,i'm insured against kidnapping for up to 10 million.
1144,1223, this should be very simple.,1297,FISCHER,128, this should be very simple.
1145,1224,shut up,1297,COBB,128,shut up
1146,1225,it won't be.,1297,ARTHUR,128,it won't be.
1147,1226,"in your father's office, below the bookshelves...",1298,ARTHUR,128,"in your father's office, below the bookshelves..."
1148,1227,...is his personal safe.,1299,ARTHUR,128,...is his personal safe.
1149,1228,we need the combination.,1299,ARTHUR,128,we need the combination.
1150,1230,i don't know any safe.,1299,FISCHER,128,i don't know any safe.
1151,1231,that doesn't mean you don't know the combination.,1300,COBB,128,that doesn't mean you don't know the combination.
1152,1232,tell us what it is.,1300,COBB,128,tell us what it is.
1153,1233,i don't know.,1301,FISCHER,128,i don't know.
1154,1234,we have it on good authority you do know.,1302,ARTHUR,128,we have it on good authority you do know.
1155,1235,yeah,1303,FISCHER,128,yeah
1156,1236,whose authority,1303,FISCHER,128,whose authority
1157,1237," five hundred dollars, this cost.",1305,YUSUF,129," five hundred dollars, this cost."
1158,1238,what's inside it,1305,EAMES,129,what's inside it
1159,1239,"cash, cards, id.",1305,YUSUF,129,"cash, cards, id."
1160,1240,and this.,1305,YUSUF,129,and this.
1161,1241,useful,1308,EAMES,129,useful
1162,1242,maybe.,1308,COBB,129,maybe.
1163,1243,you're on.,1309,COBB,129,you're on.
1164,1244,you've got an hour.,1309,COBB,129,you've got an hour.
1165,1245,an hour,1309,EAMES,129,an hour
1166,1246,i was supposed to have all night to crack this.,1311,EAMES,129,i was supposed to have all night to crack this.
1167,1247,and saito wasn't supposed to be shot in the chest.,1312,COBB,129,and saito wasn't supposed to be shot in the chest.
1168,1248,"you've got one hour, now get us something useful, please.",1313,COBB,129,"you've got one hour, now get us something useful, please."
1169,1250, what's that,1315,FISCHER,130, what's that
1170,1251, good authority.,1315,ARTHUR,130, good authority.
1171,1252,uncle peter.,1317,FISCHER,130,uncle peter.
1172,1253,just make them stop.,1317,FISCHER,130,just make them stop.
