,sentence
1650, He looks pretty happy.  Yeah.
1651," God, I hate that haircut, though.  Ick."
1652, I know. He looks like a sheepdog.  Mmhm.
1653,"Oh, my eyes My eyes My eyes"
1654,It's been a really hard year.
1655,How so
1656,"Yeah, there were a couple little blips, I guess."
1657," I know.  I guess I just, you know"
1658,Really what I want to say
1659,is that I'm so glad you bought me that ice cream.
1660,Me too.
