,sentence
1674,"You, you look familiar."
1675, Me  Yeah.
1676,"I was in a French fry commercial when I was a kid,"
1677,"so people are like, you know, often say, ""Oh, I think I know you,"""
1678,but I don't think we've ever met before.
1679,Do I look like I eat French fries
1680,"I don't know, you look like you're in great shape,"
1681,"but maybe you have, like, one cheat day, like a carb blowout, you know I don't know."
1682,Nah.
1683,"Yeah, the theme song was, like"
1684,Come to Andrew's French Fly Emporium.
1685,Where friendship and French fries.
1686,Go hand in hand.
1687,That's my quesadilla
1688,Who wants a piece Huh
1689,"I know you're in there, Doug, or whatever your name is"
1690,You lied to me
1691,"I'm gonna kill you, you stupid fucking cop"
1692,"Hey, you guys, she just called me a stupid fucking cock. That's rude."
1693,Dickhead narc motherfucker
1694,Did she just say “nickhead dark motherfucker”
1695,That's just racist.
1696,I know these two.
1697,Your boys are cops They're cops
1698,Police Get on the ground
1699,You get on the fuckin' ground
1700, We asked you first  I don't give a damn
1701,You're fucking cops
1702,"But we partied together, man."
1703,You bought us Taco Bell.
1704,"Eric, honestly, that was a sincere gesture."
1705,You made me this friendship bracelet.
1706,"Well, he's not really your friend. He was pretending the whole time."
1707,"I'm gonna cut this the fuck off later, all right"
1708,What the fuck is going on
1709,Shut this kid up
1710," Him, too.  No, no Hey, wait"
1711,"No, no, no. Listen, I'm with you guys"
1712,I didn't know these guys were cops
1713,I'm getting out of here.
1714,I fucking hate you
1715,Get that out of my face
1716," Molly  Oh, there you are"
1717,What the fuck
1718,"Drop your guns, or I'll spray her brains all over the room"
1719,"Trying to take a hostage, some goddamn IV show shit"
1720,"I don't know I'm trying to help, all right I've never done this shit before."
1721,"Well, you're fucking up."
1722, Drop the guns or she's dead  She looks dead already.
1723,What No.
1724,Jesus.
1725,"Yeah, I can hear her breathing."
1726,She just passed out from the drugs. We're good.
1727,Drop the guns or
1728,"All right, all right, just chill out."
1729,We're gonna drop our guns.
1730,"You got to let the kids go, and no one's gonna die, okay"
1731,"Just drop the guns, and kick them over here."
1732,"D.B., shoot these motherfuckers."
1733,"Oh, come on, that's unfair We put our guns down in good faith."
1734,"You're a liar, and you're mean"
1735, That's unfair.  We're all friends here.
1736,"Let's just relax, and we can all leave here as friends."
1737," Yeah, let's do that.  Y'all boys are stupid."
1738,"Oh, my God, We're gonna die. We're gonna die."
1739,God damn it
1740,"Tom Hanson, DEA On your knees"
1741,What the fuck
1742, Now  Fuck
1743,"Doug Penhall, DEA You're under arrest"
1744,"Guns down, all of you Domingo, tell them"
1745,Put them down.
1746,Nice Yes
1747,Shut the fuck up
1748,You little dweebs just ruined a fiveyear investigation.
1749,We had no idea.
1750,"You're, like, an amazing actor, man."
1751,"You played saxophone at my sister's wedding, man"
1752,"Tough titty. I fucked her, too."
1753,What
1754,You little turds.
1755,Do you have any idea how difficult it is to infiltrate a gang like this
1756,Do you see this nose
1757,That is a fake nose.
1758,Do you want to wear a fake nose on your fuckin' head
1759,"for, like, months on end Glue and shit"
1760,Worse things in the world.
1761,"We had to get fuckin' tattoos on our dicks, man."
1762,"Hey, actually, I just said that"
1763, to mess with you.  What
1764,Looks tough.
1765,"Look, we know what it's like being undercover."
1766,"Metro Police, Jump Street Division."
1767,"Come on, you guys are Jump Street"
1768," Yeah, yeah.  Yeah."
1769,"That's funny, because we were actually Jump Street."
1770," What  Yeah. Oh, yeah."
1771,"Oh, Shit"
1772," Oh, my God  Oh, shit."
1773,"Oh, my God, dude"
1774,Get them
1775,Motherfucker
1776,Shoot them
1777,Fuck that.
1778,That was a gun.
1779,Somebody definitely got shot.
1780,All right.
1781,"Here, take the money, all right We're getting out of here."
1782,Did I hit anything
1783,You were shooting at the fuckin' ceiling.
1784,Doug.
1785,I know sometimes I was a jerk to you
1786,when we were undercover.
1787,It's just I didn't feel good about myself.
1788,"All that stuff I wore, like the bracelets, the rings, the tight pants,"
1789,was just so
1790,that people would think I'm cool.
1791,The only approval
1792,that I ever needed
1793,was my best friend.
1794,"Thanks, man."
1795,The money's gone
1796,"Come on, let's roll."
1797,"We gotta get out of here, man."
1798,Are you telling me it's on
1799, Let's do this.  Let's make a baby.
1800, What What are you talking about  I don't know.
1801,I was trying to sound cool. Sorry.
1802,That was crazy You killed a guy
1803,"Oh, fuckin' shit"
1804,"Hey, hey, we'll lose them in the prom Go"
1805,"Go, go, go, go."
1806,Where'd they go
1807,Molly
1808,Shit
1809," You want to drive  Yeah, I do, actually."
1810,"Okay, cool."
1811, Nice  Did it look cool when I did it
1812, That's what I'm talking about  Yeah
1813,"How you guys doing back there, huh"
1814,"God, I love high school"
1815,Best prom night ever
1816, Shoot them  Stay on them
1817,I'm on them I'm on them
1818,"Oh, good, you guys, come hang out with me back here."
1819," Oh, fuck, dude. Lisa, what are you doing  Did she pass out back there"
1820,"Hey, you got a gun. Why don't you shoot back there"
1821,"Shoot that gun, shoot that gun"
1822,"All right, one second"
1823,"Just shoot someone, you bitch"
1824,Peekaboo
1825,Give me my money
1826,Fuck that Fuck that No No
1827,I can't do this I'm supposed to go to Berkeley
1828,I'm gonna get the party started
1829," I'm gonna get the party started  No No Lisa, no"
1830,"Hey, I'm living my dream of standing in a limo"
1831,What
1832, You're killing my dream  Come in.
1833, What I'm trying to party.  Down
1834,Bitch
1835,What Fuck
1836,I'll kill you
1837,Kill you
1838, No No  Stay where you are.
1839,"Go Go, go"
1840,No Stop
1841,"I'm not fucking kidding Look, I'm trying to shoot people"
1842,Will you stop Just for two seconds
1843,"You're really hot and you're really slutty and it's awesome,"
1844,but I got to shoot people right now
1845,You think I'm hot
1846,"I wanna Oh, my God"
1847,"Wait, guys Call me"
1848,Let me know where you're ending up later.
1849,I'm almost out of ammo.
1850,We're fucked.
1851,Give me my money
1852,I got an idea.
1853, You still got those shotgun shells  Yeah.
1854,Pop Quiznos.
1855,What do you get when lithium batteries react to potassium nitrate
1856,"That would be a covalent bond, brother."
1857,"That's when two atoms, they share electrons."
1858,"You see, they both need what the other one has."
1859,That makes them stick together.
1860,Are you saying we're covalent bonds
1861,What No.
1862,"We're not atoms, dude."
1863, What's this  Tequila
1864,"I don't know, it was supposed to explode."
1865,"Oh, Shit"
1866,"Where'd you learn how to do that, man"
1867,"App chemistry, bitch."
1868,"Come on, blondie."
1869,Molly
1870,Drop your weapon
1871,Don't you fuckin' pull that arm up.
1872,Don't.
1873,"Looks like you're out of ammo, asshole"
1874,Come on Get out here
1875, What What's going on  All right.
1876,"All right, here's the deal. Nobody moves, or she's gonna get hurt."
1877,Do you understand Nobody move
1878," All right.  Eric, help me."
1879,Don't you have a gun
1880,"All right, don't move"
1881," Come on, let's go. Let's go.  No"
1882," Hey Hey, hey  Hey, no, no, I said don't move"
1883," Oh, fuck, you shot him  Oh, God"
1884,Are you okay
1885,"You shot my partner, you motherfucker"
1886,I didn't mean to shoot you I meant to shoot him
1887,"Are you alive, buddy You okay You took a bullet for me, man."
1888,"Yeah, I'm feeling a little ambivalent about that right now."
1889,"Didn't you hear me I said don't move I said that You heard, right"
1890,"Eric, you heard me"
1891," I said don't move  Eric, help me"
1892," You got this.  Hey, hold still."
1893,Freeze
1894,Shoot
1895,Come on.
1896,"You peaked in high school, motherfucker."
1897,"Oh, Shit."
1898,I shot him in the dick.
1899,You shot me in the dick
1900,"Oh, my God"
1901,Yes
1902,Yes Yes
1903,Yes
1904,You are under arrest
1905, It definitely came out my asshole  You have the right to remain silent
1906,Anything you say can and will be used against you
1907,in a court of law
1908,You have the right to an attorney
1909,"If you cannot afford an attorney, one will be appointed for you"
1910,Do you understand these rights as they have been read to you
1911,Fuck you Bitch
1912,Yes Yes
1913,"We did it, man"
1914,We did it.
1915,"God, I feel so good."
1916,"We did it, man"
1917,You're a goddamn rock star.
1918,Do you feel that
1919,"God damn, you're so cool."
1920,You just shot him in the dick.
1921,I've never seen that. Who does that
1922,"Look, I'm sorry I called you Rain Man."
1923,"I know I didn't say you were, but you're smart."
1924,"You're a smart guy, and you're thoughtful,"
1925,and you're sincere and you're sweet and you're loyal
1926,And I fuckin' cherish you.
1927,Should we highfive
1928,My hand
1929,"Are you all right Should we get you to the hospital, man"
1930," Yeah, I think we need to call somebody.  Hey, call somebody"
1931,I got to get my dick sewn back on.
1932," You shut the fuck up.  Hey, you shut up."
1933, That's not funny.  Is that it
1934,What
1935,That's my dick
1936,Pick up my dick Please
1937,"No, we're not picking up your dick."
1938,Fuckin' pick my dick up
1939,"Oh, fuck"
1940,He's my friend.
1941,"They don't serve vegan in jail, bitch."
1942,Hey.
1943,Molly
1944,I'm really sorry.
1945,"I know you wanted a guy to trust, and I wanted to be that person so badly."
1946,And I let you down in a lot of ways.
1947,And
1948,It's good that you're mad at me.
1949,"I think it's good. I think you should be mad at more guys,"
1950,because you deserve a guy who's good and who doesn't lie to you.
1951,And you should never settle for less than that.
1952,There are good guys out there
1953,who aren't assholes like me.
1954,"Thanks for saving my life,"
1955,asshole.
1956,"Put her there, partner."
1957,I'll come back later.
1958,"We're, like, in the end of Die Hard right now, but it's our actual life."
1959,It's crazy.
1960, Number one or two  Three.
1961, Sam Jackson one. Yeah  Sam Jackson style.
1962,"Boom, motherfuckers What's going on Come on"
1963,Where is he There's my guy
1964,There he is That's him. That's him.
1965, Enough.  Too long on the hug.
1966,"Congratulations, you crazy, sick, vigilante motherfuckers."
1967,"You got your first arrest, huh"
1968, Look. Got something made for you.  You didn't
1969," Come on. All right, all right.  Enough. Enough."
1970,New assignment.
1971,"Since you two cowboys love to drink booze,"
1972,"smoke weed with kids, and fuck anything with a big ass in jeans"
1973,"with low selfesteem,"
1974,I'm gonna send you to a place where all that shit is allowed.
1975,"Oh, I love Disneyland"
1976,You two sons of bitches are going to college
1977, Yes  No
1978,Booyah
1979,"Oh, my God You're like two Hardy Boys in one"
1980,"Oh, fuck"
1981,"Hey, why are you here, Scott"
1982,"What, Kennedy High isn't having any parties tonight"
